userID,firstName,lastName,industry,school,profileImageScr,closeFriends,farFriends,closenessScores
28,Wyatt,Thompson,Consulting,Tufts,profileImages/24.jpg,"[10, 23, 34, 49, 94]","[1, 19, 21, 56, 55, 51, 38, 96, 35, 70]","{'0': 0.00980392156862745, '1': 0.33333333333333337, '2': 0.013574660633484165, '3': 0.0, '4': 0.007850508624502433, '5': 0.0031512605042016808, '6': 0.19712418300653595, '7': 0.011728983091212196, '8': 0.009570494864612512, '9': 0.008606811145510837, '10': 0.19281045751633988, '11': 0.0030425963488843813, '12': 0.014994232987312572, '13': 0.011728983091212196, '14': 0.18278115844038764, '15': 0.0030425963488843813, '16': 0.05257593233371781, '17': 0.15010141987829614, '18': 0.0063025210084033615, '19': 0.45290545367944746, '20': 0.010180995475113124, '21': 0.3006535947712418, '22': 0.15336134453781514, '23': 0.30042016806722693, '24': 0.14705882352941177, '25': 0.14705882352941177, '26': 0.0, '27': 0.0, '28': 1.0, '29': 0.004699248120300752, '30': 0.00980392156862745, '31': 0.0030425963488843813, '32': 0.011351909184726523, '33': 0.011351909184726523, '34': 0.3477124183006536, '35': 0.298708231023807, '36': 0.004590583964983452, '37': 0.004590583964983452, '38': 0.30196815568332597, '39': 0.011351909184726523, '40': 0.15010141987829614, '41': 0.15187478500171997, '42': 0.0031512605042016808, '43': 0.16272445820433437, '44': 0.0063025210084033615, '45': 0.0030425963488843813, '46': 0.004590583964983452, '47': 0.16050779286073402, '48': 0.0, '49': 0.15187478500172, '50': 0.04575163398692811, '51': 0.44421906693711966, '52': 0.025, '53': 0.16050779286073402, '54': 0.0030425963488843813, '55': 0.3036881419234361, '56': 0.3419200338704983, '57': 0.009570494864612512, '58': 0.008083935328517372, '59': 0.16013071895424835, '60': 0.0063025210084033615, '61': 0.013448969331322273, '62': 0.004590583964983452, '63': 0.19712418300653595, '64': 0.04952237305178482, '65': 0.15514275885792914, '66': 0.004590583964983452, '67': 0.008335317932841153, '68': 0.004699248120300752, '69': 0.010180995475113124, '70': 0.4474789915966387, '71': 0.15010141987829614, '72': 0.0, '73': 0.0063025210084033615, '74': 0.04575163398692811, '75': 0.008083935328517372, '76': 0.017973856209150325, '77': 0.15010141987829614, '78': 0.04780238681167474, '79': 0.011351909184726523, '80': 0.05006535947712419, '81': 0.15662931839402428, '82': 0.0, '83': 0.14705882352941177, '84': 0.009570494864612512, '85': 0.04101505649493266, '86': 0.009570494864612512, '87': 0.19281045751633985, '88': 0.015122648249583237, '89': 0.00980392156862745, '90': 0.1875890707160057, '91': 0.035722334910975886, '92': 0.04625439919557567, '93': 0.00980392156862745, '94': 0.16013071895424838, '95': 0.04575163398692811, '96': 0.3298399819697994, '97': 0.15514275885792914, '98': 0.007850508624502433, '99': 0.14705882352941177}"
29,Carter,Williams,Basic Research,MIT,profileImages/30.jpg,"[15, 86, 87, 93, 43]","[1, 14, 20, 42, 58, 39, 92, 64, 43, 45]","{'0': 0.008335317932841153, '1': 0.3024529649916647, '2': 0.18288982259570494, '3': 0.010055304172951232, '4': 0.03583099906629319, '5': 0.15539414146225292, '6': 0.0067873303167420825, '7': 0.04893360853113175, '8': 0.013448969331322273, '9': 0.005077399380804953, '10': 0.05006535947712419, '11': 0.006535947712418301, '12': 0.011728983091212196, '13': 0.010055304172951232, '14': 0.3348813209494324, '15': 0.15021008403361344, '16': 0.008606811145510837, '17': 0.0031512605042016808, '18': 0.004699248120300752, '19': 0.008335317932841153, '20': 0.4444444444444444, '21': 0.0067873303167420825, '22': 0.008083935328517372, '23': 0.010180995475113124, '24': 0.0, '25': 0.004699248120300752, '26': 0.14705882352941177, '27': 0.1517580716497125, '28': 0.004699248120300752, '29': 1.0, '30': 0.0, '31': 0.004699248120300752, '32': 0.1517580716497125, '33': 0.013448969331322273, '34': 0.0031512605042016808, '35': 0.004699248120300752, '36': 0.008083935328517372, '37': 0.004699248120300752, '38': 0.15359477124183007, '39': 0.3115032679738562, '40': 0.03583099906629319, '41': 0.0049416527744701125, '42': 0.4495117885210764, '43': 0.4550326797385621, '44': 0.004699248120300752, '45': 0.34418300653594774, '46': 0.008083935328517372, '47': 0.0032679738562091504, '48': 0.010055304172951232, '49': 0.1504524886877828, '50': 0.0, '51': 0.008083935328517372, '52': 0.00980392156862745, '53': 0.03594771241830066, '54': 0.0483453732370141, '55': 0.05261007911936705, '56': 0.042860734037204626, '57': 0.054330065359477125, '58': 0.2973856209150327, '59': 0.02165032679738562, '60': 0.00980392156862745, '61': 0.0067873303167420825, '62': 0.0, '63': 0.013856209150326797, '64': 0.303921568627451, '65': 0.0032679738562091504, '66': 0.0444087216533037, '67': 0.008606811145510837, '68': 0.03594771241830066, '69': 0.0, '70': 0.0, '71': 0.013448969331322273, '72': 0.0067873303167420825, '73': 0.008083935328517372, '74': 0.0444087216533037, '75': 0.012136222910216718, '76': 0.010326797385620916, '77': 0.05006535947712419, '78': 0.0031512605042016808, '79': 0.0031512605042016808, '80': 0.008335317932841153, '81': 0.013448969331322273, '82': 0.14705882352941177, '83': 0.010055304172951232, '84': 0.004699248120300752, '85': 0.0, '86': 0.16243013042321003, '87': 0.15021008403361344, '88': 0.1568627450980392, '89': 0.04101505649493266, '90': 0.01738562091503268, '91': 0.19540419676642587, '92': 0.3022015823873409, '93': 0.29411764705882354, '94': 0.01930795847750865, '95': 0.18627450980392157, '96': 0.0392156862745098, '97': 0.01577854671280277, '98': 0.004699248120300752, '99': 0.010180995475113124}"
30,Julian,Sanchez,Engineering,Havard,profileImages/31.jpg,"[0, 21, 36, 38, 31]","[5, 11, 23, 62, 67, 97, 46, 41, 68, 44]","{'0': 0.3273828247876691, '1': 0.04076367389060887, '2': 0.04952237305178482, '3': 0.1517580716497125, '4': 0.1516494074943952, '5': 0.3348813209494324, '6': 0.011728983091212196, '7': 0.15021008403361344, '8': 0.18604108309990663, '9': 0.1504524886877828, '10': 0.007850508624502433, '11': 0.4542483660130719, '12': 0.15010141987829614, '13': 0.03583099906629319, '14': 0.0030425963488843813, '15': 0.0, '16': 0.019896193771626297, '17': 0.00980392156862745, '18': 0.018764972052169288, '19': 0.0, '20': 0.015371306893798245, '21': 0.15878780662062397, '22': 0.007850508624502433, '23': 0.298708231023807, '24': 0.0030425963488843813, '25': 0.004590583964983452, '26': 0.006535947712418301, '27': 0.011351909184726523, '28': 0.00980392156862745, '29': 0.0, '30': 1.0, '31': 0.15336134453781514, '32': 0.004590583964983452, '33': 0.15336134453781514, '34': 0.004590583964983452, '35': 0.044031647746818024, '36': 0.15010141987829614, '37': 0.16582379558158106, '38': 0.14705882352941177, '39': 0.0, '40': 0.0130718954248366, '41': 0.3024529649916647, '42': 0.004699248120300752, '43': 0.0031512605042016808, '44': 0.4817067177748292, '45': 0.004590583964983452, '46': 0.45801910507792865, '47': 0.0444087216533037, '48': 0.004699248120300752, '49': 0.010055304172951232, '50': 0.00980392156862745, '51': 0.0, '52': 0.0130718954248366, '53': 0.013448969331322273, '54': 0.0, '55': 0.15336134453781514, '56': 0.0030425963488843813, '57': 0.007850508624502433, '58': 0.16050779286073402, '59': 0.0030425963488843813, '60': 0.05551710880430605, '61': 0.013448969331322273, '62': 0.3298399819697994, '63': 0.04076367389060887, '64': 0.15010141987829614, '65': 0.004699248120300752, '66': 0.044031647746818024, '67': 0.29411764705882354, '68': 0.4803921568627451, '69': 0.15514275885792914, '70': 0.04952237305178482, '71': 0.04053024718659393, '72': 0.17279411764705882, '73': 0.19281045751633985, '74': 0.007850508624502433, '75': 0.0, '76': 0.008335317932841153, '77': 0.04625439919557567, '78': 0.014994232987312572, '79': 0.162181471778995, '80': 0.1568627450980392, '81': 0.004590583964983452, '82': 0.0030425963488843813, '83': 0.004699248120300752, '84': 0.0063025210084033615, '85': 0.03946706887883359, '86': 0.011351909184726523, '87': 0.020915032679738564, '88': 0.0, '89': 0.042860734037204626, '90': 0.0130718954248366, '91': 0.0063025210084033615, '92': 0.0063025210084033615, '93': 0.0130718954248366, '94': 0.14705882352941177, '95': 0.007850508624502433, '96': 0.1516494074943952, '97': 0.33333333333333337, '98': 0.007850508624502433, '99': 0.0030425963488843813}"
31,Luke,Jones,Computer Science,Wellesley,profileImages/25.jpg,"[13, 30, 35, 97, 47]","[0, 17, 27, 33, 98, 40, 58, 82, 74, 66]","{'0': 0.3348813209494324, '1': 0.008083935328517372, '2': 0.014994232987312572, '3': 0.011728983091212196, '4': 0.0030425963488843813, '5': 0.008083935328517372, '6': 0.0, '7': 0.01930795847750865, '8': 0.004590583964983452, '9': 0.03973856209150327, '10': 0.1549093321539142, '11': 0.007850508624502433, '12': 0.0063025210084033615, '13': 0.16050779286073405, '14': 0.014994232987312572, '15': 0.007850508624502433, '16': 0.18652589240824535, '17': 0.34364002011060835, '18': 0.19109047127622977, '19': 0.042860734037204626, '20': 0.0031512605042016808, '21': 0.18782249742002063, '22': 0.0130718954248366, '23': 0.0030425963488843813, '24': 0.018764972052169288, '25': 0.007850508624502433, '26': 0.0, '27': 0.30196815568332597, '28': 0.0030425963488843813, '29': 0.004699248120300752, '30': 0.15336134453781514, '31': 1.0, '32': 0.00980392156862745, '33': 0.29411764705882354, '34': 0.004590583964983452, '35': 0.29411764705882354, '36': 0.1895424836601307, '37': 0.0030425963488843813, '38': 0.035722334910975886, '39': 0.0063025210084033615, '40': 0.298708231023807, '41': 0.03141711229946524, '42': 0.0031512605042016808, '43': 0.008083935328517372, '44': 0.042483660130718956, '45': 0.1549093321539142, '46': 0.04780238681167474, '47': 0.15514275885792914, '48': 0.0, '49': 0.0032679738562091504, '50': 0.0130718954248366, '51': 0.04780238681167474, '52': 0.15010141987829614, '53': 0.008083935328517372, '54': 0.007850508624502433, '55': 0.0130718954248366, '56': 0.011351909184726523, '57': 0.14705882352941177, '58': 0.3006535947712418, '59': 0.014994232987312572, '60': 0.16063348416289594, '61': 0.011728983091212196, '62': 0.162181471778995, '63': 0.004699248120300752, '64': 0.0, '65': 0.04612870789341378, '66': 0.30196815568332597, '67': 0.04893360853113175, '68': 0.013448969331322273, '69': 0.0, '70': 0.035722334910975886, '71': 0.004590583964983452, '72': 0.006535947712418301, '73': 0.0130718954248366, '74': 0.4490269792127377, '75': 0.1568627450980392, '76': 0.18807388002434441, '77': 0.0, '78': 0.15010141987829614, '79': 0.0, '80': 0.006535947712418301, '81': 0.025326797385620915, '82': 0.3092402953084068, '83': 0.008083935328517372, '84': 0.011351909184726523, '85': 0.19187478500171998, '86': 0.007850508624502433, '87': 0.009570494864612512, '88': 0.04053024718659393, '89': 0.008083935328517372, '90': 0.038982259570494865, '91': 0.0130718954248366, '92': 0.004590583964983452, '93': 0.0030425963488843813, '94': 0.004590583964983452, '95': 0.009570494864612512, '96': 0.009570494864612512, '97': 0.15021008403361344, '98': 0.33986928104575165, '99': 0.007850508624502433}"
32,Grayson,Scott,Computer Science,MIT,profileImages/19.jpg,"[6, 24, 37, 81, 40]","[4, 13, 23, 35, 77, 72, 75, 49, 42, 63]","{'0': 0.0, '1': 0.0, '2': 0.18604108309990663, '3': 0.008083935328517372, '4': 0.30196815568332597, '5': 0.16636678200692043, '6': 0.15359477124183007, '7': 0.0, '8': 0.038982259570494865, '9': 0.02269820971867008, '10': 0.011351909184726523, '11': 0.05187478500171999, '12': 0.042483660130718956, '13': 0.2988168951791243, '14': 0.007850508624502433, '15': 0.007850508624502433, '16': 0.008335317932841153, '17': 0.0, '18': 0.022837370242214536, '19': 0.013448969331322273, '20': 0.14705882352941177, '21': 0.0, '22': 0.007850508624502433, '23': 0.33464789424541747, '24': 0.15336134453781514, '25': 0.011351909184726523, '26': 0.16050779286073402, '27': 0.14705882352941177, '28': 0.011351909184726523, '29': 0.1517580716497125, '30': 0.004590583964983452, '31': 0.00980392156862745, '32': 1.0, '33': 0.0030425963488843813, '34': 0.004590583964983452, '35': 0.2971602434077079, '36': 0.0030425963488843813, '37': 0.15010141987829614, '38': 0.1568627450980392, '39': 0.007850508624502433, '40': 0.1875890707160057, '41': 0.0, '42': 0.45290545367944746, '43': 0.03583099906629319, '44': 0.011351909184726523, '45': 0.044031647746818024, '46': 0.009570494864612512, '47': 0.0, '48': 0.008083935328517372, '49': 0.4411764705882353, '50': 0.04053024718659393, '51': 0.007850508624502433, '52': 0.007850508624502433, '53': 0.004699248120300752, '54': 0.0, '55': 0.0, '56': 0.018764972052169288, '57': 0.014994232987312572, '58': 0.008083935328517372, '59': 0.0, '60': 0.057679738562091507, '61': 0.004699248120300752, '62': 0.011351909184726523, '63': 0.3022015823873409, '64': 0.022837370242214536, '65': 0.0392156862745098, '66': 0.035722334910975886, '67': 0.04893360853113175, '68': 0.0031512605042016808, '69': 0.04076367389060887, '70': 0.0063025210084033615, '71': 0.0063025210084033615, '72': 0.3006535947712418, '73': 0.007850508624502433, '74': 0.06108194612703968, '75': 0.3058466301500357, '76': 0.008335317932841153, '77': 0.29411764705882354, '78': 0.007850508624502433, '79': 0.04053024718659393, '80': 0.00980392156862745, '81': 0.19281045751633988, '82': 0.15336134453781514, '83': 0.023572664359861592, '84': 0.0030425963488843813, '85': 0.01577854671280277, '86': 0.007850508624502433, '87': 0.0030425963488843813, '88': 0.19658119658119658, '89': 0.0, '90': 0.0030425963488843813, '91': 0.1516494074943952, '92': 0.007850508624502433, '93': 0.16582379558158106, '94': 0.007850508624502433, '95': 0.15336134453781514, '96': 0.007850508624502433, '97': 0.004699248120300752, '98': 0.09444444444444446, '99': 0.011351909184726523}"
33,Isaac,Campbell,Computer Science,Havard,profileImages/42.jpg,"[12, 19, 39, 78, 62]","[7, 14, 24, 31, 45, 89, 96, 65, 76, 94]","{'0': 0.19146754518271544, '1': 0.0444087216533037, '2': 0.04575163398692811, '3': 0.15021008403361344, '4': 0.15010141987829614, '5': 0.0031512605042016808, '6': 0.0156656346749226, '7': 0.44432773109243695, '8': 0.16013071895424835, '9': 0.16327854671280276, '10': 0.0063025210084033615, '11': 0.1549093321539142, '12': 0.30718954248366015, '13': 0.0392156862745098, '14': 0.298708231023807, '15': 0.0030425963488843813, '16': 0.008335317932841153, '17': 0.004590583964983452, '18': 0.0030425963488843813, '19': 0.1568627450980392, '20': 0.05006535947712419, '21': 0.004699248120300752, '22': 0.009570494864612512, '23': 0.0030425963488843813, '24': 0.2971602434077079, '25': 0.022837370242214536, '26': 0.008083935328517372, '27': 0.014994232987312572, '28': 0.011351909184726523, '29': 0.013448969331322273, '30': 0.15336134453781514, '31': 0.29411764705882354, '32': 0.0030425963488843813, '33': 1.0, '34': 0.0063025210084033615, '35': 0.013574660633484165, '36': 0.009570494864612512, '37': 0.1549093321539142, '38': 0.0030425963488843813, '39': 0.14705882352941177, '40': 0.044031647746818024, '41': 0.0, '42': 0.04612870789341378, '43': 0.02165032679738562, '44': 0.15336134453781514, '45': 0.298708231023807, '46': 0.1516494074943952, '47': 0.011728983091212196, '48': 0.008083935328517372, '49': 0.0, '50': 0.04780238681167474, '51': 0.004590583964983452, '52': 0.007850508624502433, '53': 0.03583099906629319, '54': 0.04053024718659393, '55': 0.1948612103410865, '56': 0.016842634489693316, '57': 0.0030425963488843813, '58': 0.1517580716497125, '59': 0.04625439919557567, '60': 0.04053024718659393, '61': 0.008083935328517372, '62': 0.1549093321539142, '63': 0.05006535947712419, '64': 0.18604108309990663, '65': 0.3058466301500357, '66': 0.004590583964983452, '67': 0.0, '68': 0.14705882352941177, '69': 0.1568627450980392, '70': 0.0063025210084033615, '71': 0.004590583964983452, '72': 0.15021008403361344, '73': 0.15010141987829614, '74': 0.014994232987312572, '75': 0.042860734037204626, '76': 0.34065359477124185, '77': 0.004590583964983452, '78': 0.15336134453781514, '79': 0.2006535947712418, '80': 0.15021008403361344, '81': 0.004590583964983452, '82': 0.014994232987312572, '83': 0.006535947712418301, '84': 0.009570494864612512, '85': 0.0032679738562091504, '86': 0.004590583964983452, '87': 0.011351909184726523, '88': 0.007850508624502433, '89': 0.29411764705882354, '90': 0.004590583964983452, '91': 0.007850508624502433, '92': 0.015122648249583237, '93': 0.011351909184726523, '94': 0.4852081183350533, '95': 0.0, '96': 0.4474789915966387, '97': 0.008083935328517372, '98': 0.018764972052169288, '99': 0.04780238681167474}"
34,Jayden,Hill,Media/Entertainment,Tufts,profileImages/4.jpg,"[10, 28, 95, 91, 96]","[2, 17, 23, 78, 79, 70, 54, 51, 93, 88]","{'0': 0.00980392156862745, '1': 0.0031512605042016808, '2': 0.3004201680672269, '3': 0.05006535947712419, '4': 0.00980392156862745, '5': 0.04612870789341378, '6': 0.16272445820433437, '7': 0.04076367389060887, '8': 0.0130718954248366, '9': 0.0049416527744701125, '10': 0.18278115844038767, '11': 0.0, '12': 0.016842634489693316, '13': 0.011728983091212196, '14': 0.18278115844038764, '15': 0.018764972052169288, '16': 0.004815961472308222, '17': 0.44576705455321874, '18': 0.011351909184726523, '19': 0.15359477124183007, '20': 0.008083935328517372, '21': 0.019930340557275543, '22': 0.15336134453781514, '23': 0.4869281045751634, '24': 0.15336134453781514, '25': 0.14705882352941177, '26': 0.004699248120300752, '27': 0.0030425963488843813, '28': 0.3477124183006536, '29': 0.0031512605042016808, '30': 0.004590583964983452, '31': 0.004590583964983452, '32': 0.004590583964983452, '33': 0.0063025210084033615, '34': 1.0, '35': 0.0030425963488843813, '36': 0.0, '37': 0.0063025210084033615, '38': 0.0030425963488843813, '39': 0.0063025210084033615, '40': 0.1549093321539142, '41': 0.15919504643962848, '42': 0.004699248120300752, '43': 0.19146754518271544, '44': 0.0130718954248366, '45': 0.004590583964983452, '46': 0.038982259570494865, '47': 0.16272445820433437, '48': 0.004699248120300752, '49': 0.046535947712418306, '50': 0.014994232987312572, '51': 0.4474789915966387, '52': 0.015122648249583237, '53': 0.17526703776139613, '54': 0.2971602434077079, '55': 0.0063025210084033615, '56': 0.0063025210084033615, '57': 0.035722334910975886, '58': 0.0031512605042016808, '59': 0.16798642533936653, '60': 0.004590583964983452, '61': 0.004699248120300752, '62': 0.009570494864612512, '63': 0.15878780662062394, '64': 0.038982259570494865, '65': 0.1517580716497125, '66': 0.016842634489693316, '67': 0.04481596147230822, '68': 0.011728983091212196, '69': 0.01738562091503268, '70': 0.45629911883781854, '71': 0.1698961937716263, '72': 0.004699248120300752, '73': 0.004590583964983452, '74': 0.007850508624502433, '75': 0.03583099906629319, '76': 0.004815961472308222, '77': 0.1516494074943952, '78': 0.30718954248366015, '79': 0.29411764705882354, '80': 0.0031512605042016808, '81': 0.1516494074943952, '82': 0.0063025210084033615, '83': 0.15514275885792914, '84': 0.007850508624502433, '85': 0.0032679738562091504, '86': 0.038982259570494865, '87': 0.23571088354370087, '88': 0.30546955624355004, '89': 0.011728983091212196, '90': 0.19109047127622977, '91': 0.14705882352941177, '92': 0.038982259570494865, '93': 0.30196815568332597, '94': 0.04952237305178482, '95': 0.15164940749439523, '96': 0.1549093321539142, '97': 0.15021008403361344, '98': 0.007850508624502433, '99': 0.15662931839402428}"
35,Theodore,Wilson,Engineering,Wellesley,profileImages/5.jpg,"[18, 31, 44, 76, 65]","[9, 16, 28, 32, 39, 81, 80, 67, 56, 85]","{'0': 0.0392156862745098, '1': 0.054330065359477125, '2': 0.0063025210084033615, '3': 0.004699248120300752, '4': 0.009570494864612512, '5': 0.0031512605042016808, '6': 0.0444087216533037, '7': 0.00980392156862745, '8': 0.0130718954248366, '9': 0.29411764705882354, '10': 0.1549093321539142, '11': 0.042483660130718956, '12': 0.004590583964983452, '13': 0.05006535947712419, '14': 0.004590583964983452, '15': 0.007850508624502433, '16': 0.4495117885210764, '17': 0.0030425963488843813, '18': 0.3036881419234361, '19': 0.013448969331322273, '20': 0.0031512605042016808, '21': 0.1517580716497125, '22': 0.035722334910975886, '23': 0.015122648249583237, '24': 0.0030425963488843813, '25': 0.011351909184726523, '26': 0.01738562091503268, '27': 0.0030425963488843813, '28': 0.298708231023807, '29': 0.004699248120300752, '30': 0.044031647746818024, '31': 0.29411764705882354, '32': 0.2971602434077079, '33': 0.013574660633484165, '34': 0.0030425963488843813, '35': 1.0, '36': 0.15010141987829614, '37': 0.0030425963488843813, '38': 0.004590583964983452, '39': 0.2971602434077079, '40': 0.00980392156862745, '41': 0.0, '42': 0.0444087216533037, '43': 0.004699248120300752, '44': 0.15662931839402428, '45': 0.1549093321539142, '46': 0.0063025210084033615, '47': 0.04076367389060887, '48': 0.051987697039600156, '49': 0.04509803921568628, '50': 0.007850508624502433, '51': 0.007850508624502433, '52': 0.1549093321539142, '53': 0.0, '54': 0.038982259570494865, '55': 0.007850508624502433, '56': 0.298708231023807, '57': 0.14705882352941177, '58': 0.013448969331322273, '59': 0.035722334910975886, '60': 0.14705882352941177, '61': 0.00980392156862745, '62': 0.19109047127622977, '63': 0.01930795847750865, '64': 0.004590583964983452, '65': 0.15359477124183007, '66': 0.011351909184726523, '67': 0.29893360853113177, '68': 0.0031512605042016808, '69': 0.042860734037204626, '70': 0.014994232987312572, '71': 0.004590583964983452, '72': 0.00980392156862745, '73': 0.011351909184726523, '74': 0.1549093321539142, '75': 0.1517580716497125, '76': 0.2973856209150327, '77': 0.044031647746818024, '78': 0.15010141987829614, '79': 0.0030425963488843813, '80': 0.3022015823873409, '81': 0.30546955624355004, '82': 0.015122648249583237, '83': 0.042860734037204626, '84': 0.04053024718659393, '85': 0.4877124183006536, '86': 0.004590583964983452, '87': 0.007850508624502433, '88': 0.004590583964983452, '89': 0.04612870789341378, '90': 0.004590583964983452, '91': 0.009570494864612512, '92': 0.004590583964983452, '93': 0.004590583964983452, '94': 0.011351909184726523, '95': 0.00980392156862745, '96': 0.004590583964983452, '97': 0.05006535947712419, '98': 0.00980392156862745, '99': 0.0030425963488843813}"
36,Gabriel,Carter,Marketing,Wellesley,profileImages/43.jpg,"[8, 30, 66, 63, 85]","[7, 14, 21, 47, 69, 60, 90, 59, 87, 84]","{'0': 0.04612870789341378, '1': 0.01930795847750865, '2': 0.0063025210084033615, '3': 0.0, '4': 0.004590583964983452, '5': 0.0031512605042016808, '6': 0.0, '7': 0.2988168951791243, '8': 0.1584107327141383, '9': 0.04697712418300654, '10': 0.1679738562091503, '11': 0.007850508624502433, '12': 0.0030425963488843813, '13': 0.004699248120300752, '14': 0.29411764705882354, '15': 0.044031647746818024, '16': 0.18807388002434441, '17': 0.011351909184726523, '18': 0.15336134453781514, '19': 0.008083935328517372, '20': 0.008083935328517372, '21': 0.48194014447884415, '22': 0.007850508624502433, '23': 0.011351909184726523, '24': 0.009570494864612512, '25': 0.016842634489693316, '26': 0.008083935328517372, '27': 0.018764972052169288, '28': 0.004590583964983452, '29': 0.008083935328517372, '30': 0.15010141987829614, '31': 0.1895424836601307, '32': 0.0030425963488843813, '33': 0.009570494864612512, '34': 0.0, '35': 0.15010141987829614, '36': 1.0, '37': 0.0030425963488843813, '38': 0.038982259570494865, '39': 0.0030425963488843813, '40': 0.0030425963488843813, '41': 0.012136222910216718, '42': 0.08525839485591809, '43': 0.013448969331322273, '44': 0.0063025210084033615, '45': 0.16625386996904024, '46': 0.007850508624502433, '47': 0.3022015823873409, '48': 0.008083935328517372, '49': 0.03594771241830066, '50': 0.009570494864612512, '51': 0.011351909184726523, '52': 0.1516494074943952, '53': 0.0, '54': 0.0130718954248366, '55': 0.007850508624502433, '56': 0.016842634489693316, '57': 0.14705882352941177, '58': 0.03583099906629319, '59': 0.298708231023807, '60': 0.4490269792127377, '61': 0.0031512605042016808, '62': 0.15010141987829614, '63': 0.14705882352941177, '64': 0.007850508624502433, '65': 0.0444087216533037, '66': 0.1549093321539142, '67': 0.013856209150326797, '68': 0.05006535947712419, '69': 0.2972689075630252, '70': 0.0063025210084033615, '71': 0.0, '72': 0.0031512605042016808, '73': 0.05359477124183007, '74': 0.1516494074943952, '75': 0.15021008403361344, '76': 0.15187478500171997, '77': 0.0130718954248366, '78': 0.19281045751633985, '79': 0.004590583964983452, '80': 0.0031512605042016808, '81': 0.07983193277310925, '82': 0.020915032679738564, '83': 0.008083935328517372, '84': 0.3366013071895425, '85': 0.30090497737556565, '86': 0.009570494864612512, '87': 0.298708231023807, '88': 0.018764972052169288, '89': 0.015371306893798245, '90': 0.2971602434077079, '91': 0.015122648249583237, '92': 0.0063025210084033615, '93': 0.009570494864612512, '94': 0.035722334910975886, '95': 0.007850508624502433, '96': 0.015122648249583237, '97': 0.05006535947712419, '98': 0.0130718954248366, '99': 0.0063025210084033615}"
37,Anthony,Rodriguez,Consulting,Havard,profileImages/7.jpg,"[2, 32, 74, 69, 50]","[5, 11, 24, 38, 62, 71, 64, 83, 99, 95]","{'0': 0.16444444444444445, '1': 0.008083935328517372, '2': 0.15010141987829614, '3': 0.16050779286073402, '4': 0.1895424836601307, '5': 0.3299486461251167, '6': 0.05841503267973856, '7': 0.14705882352941177, '8': 0.15841073271413827, '9': 0.1504524886877828, '10': 0.0030425963488843813, '11': 0.44421906693711966, '12': 0.16582379558158106, '13': 0.011728983091212196, '14': 0.0030425963488843813, '15': 0.0, '16': 0.012136222910216718, '17': 0.007850508624502433, '18': 0.04952237305178482, '19': 0.004699248120300752, '20': 0.00980392156862745, '21': 0.03583099906629319, '22': 0.020927601809954753, '23': 0.011351909184726523, '24': 0.3366013071895425, '25': 0.0130718954248366, '26': 0.006535947712418301, '27': 0.0030425963488843813, '28': 0.004590583964983452, '29': 0.004699248120300752, '30': 0.16582379558158106, '31': 0.0030425963488843813, '32': 0.15010141987829614, '33': 0.1549093321539142, '34': 0.0063025210084033615, '35': 0.0030425963488843813, '36': 0.0030425963488843813, '37': 1.0, '38': 0.3004201680672269, '39': 0.0, '40': 0.05359477124183007, '41': 0.008335317932841153, '42': 0.013448969331322273, '43': 0.0, '44': 0.16013071895424835, '45': 0.004590583964983452, '46': 0.1516494074943952, '47': 0.0031512605042016808, '48': 0.004699248120300752, '49': 0.04481596147230822, '50': 0.1584107327141383, '51': 0.0030425963488843813, '52': 0.0, '53': 0.011728983091212196, '54': 0.016842634489693316, '55': 0.16013071895424835, '56': 0.038982259570494865, '57': 0.05551710880430605, '58': 0.15514275885792914, '59': 0.0, '60': 0.007850508624502433, '61': 0.013448969331322273, '62': 0.33309990662931843, '63': 0.008083935328517372, '64': 0.4411764705882353, '65': 0.011728983091212196, '66': 0.004590583964983452, '67': 0.0032679738562091504, '68': 0.15878780662062394, '69': 0.29411764705882354, '70': 0.09037204625439921, '71': 0.2971602434077079, '72': 0.20602443876101165, '73': 0.14705882352941177, '74': 0.1549093321539142, '75': 0.013448969331322273, '76': 0.02244955953395851, '77': 0.025326797385620915, '78': 0.04952237305178482, '79': 0.1549093321539142, '80': 0.1568627450980392, '81': 0.035722334910975886, '82': 0.004590583964983452, '83': 0.2972689075630252, '84': 0.007850508624502433, '85': 0.0, '86': 0.09444444444444446, '87': 0.0130718954248366, '88': 0.00980392156862745, '89': 0.03583099906629319, '90': 0.0130718954248366, '91': 0.011351909184726523, '92': 0.0063025210084033615, '93': 0.009570494864612512, '94': 0.18604108309990663, '95': 0.29411764705882354, '96': 0.15010141987829614, '97': 0.0, '98': 0.007850508624502433, '99': 0.3004201680672269}"
